id,question,answer,issue_id
14287,"What is the nature of the issue?  ","None of the above (see below)",16442665
14288,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16442665
14289,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",Morning,16442665
14290,"Please provide the make, model and license plate number of the vehicle, if known. ",unknown,16442665
14283,"What is the nature of the issue?  ","None of the above (see below)",16443483
14284,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16443483
14285,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","parked daily.",16443483
14286,"Please provide the make, model and license plate number of the vehicle, if known. ",unknown,16443483
14279,"What is the nature of the issue?  ","None of the above (see below)",16444573
14280,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","trucks parked in city block",16444573
14281,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","multiple times a week",16444573
14282,"Please provide the make, model and license plate number of the vehicle, if known. ","enterprise rental truck",16444573
14275,"What is the nature of the issue?  ","None of the above (see below)",16445435
14276,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","It appears to be the same individuals who consistently use the space in front of the fire hydrant for parking, thereby obstructing access to it.",16445435
14277,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Every evening during weekdays, all day on weekends.",16445435
14278,"Please provide the make, model and license plate number of the vehicle, if known. ","Red Chevy Cruze and Burgundy Chevy Malibu.",16445435
14271,"Is the issue related to a traffic signal or a street light? ","Traffic Signal",16445623
14272,"Please provide intersection name. ","Jos Campau and Woodbridge",16445623
14273,"What is the nature of the problem?",Other,16445623
14274,"If you selected ""Other"", please provide more detail as to the nature of the problem. ","vehicles parking in intersection",16445623
14267,"What is the nature of the issue?  ","Disregarding traffic control device",16445625
14268,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16445625
14269,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all times",16445625
14270,"Please provide the make, model and license plate number of the vehicle, if known. ","black Mercedes",16445625
14263,"What is the nature of the issue?  ","None of the above (see below)",16447776
14264,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","not sure if it is a city or private residence fix. The cement is missing on side of street",16447776
14265,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",all,16447776
14266,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16447776
14259,"What is the nature of the issue?  ","Improper passing",16450182
14260,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16450182
14261,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","April 22nd 9:30 a.m.",16450182
14262,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16450182
14255,"What is the nature of the issue?  ","None of the above (see below)",16452456
14256,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16452456
14257,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",Always,16452456
14258,"Please provide the make, model and license plate number of the vehicle, if known. ","Black suv",16452456
14251,"What is the nature of the issue?  ","None of the above (see below)",16455185
14252,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","NEIGHBORS OBSTRUCTING STREET SPACE WITH CONES",16455185
14253,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","EVERY DAY",16455185
14254,"Please provide the make, model and license plate number of the vehicle, if known. ",N/A,16455185
14247,"What is the nature of the issue?  ","Car traveling in bike lane",16456974
14248,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","fire trucks parked in the bike lanes on one of the busiest streets",16456974
14249,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",always,16456974
14250,"Please provide the make, model and license plate number of the vehicle, if known. ","fire truck",16456974
14243,"What is the nature of the issue?  ","None of the above (see below)",16463306
14244,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","illegal parking",16463306
14245,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","entrance to alleyway",16463306
14246,"Please provide the make, model and license plate number of the vehicle, if known. ","black SUV",16463306
14239,"What is the nature of the issue?  ","None of the above (see below)",16463382
14240,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","illegal parking on posted no.parking side.of the street",16463382
14241,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","days always evenings and weekends",16463382
14242,"Please provide the make, model and license plate number of the vehicle, if known. ",multi,16463382
14235,"What is the nature of the issue?  ","Car traveling in bike lane",16468528
14236,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Dangerous Illegal parking",16468528
14237,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",Daily,16468528
14238,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16468528
14231,"What is the nature of the issue?  ","Truck driving on restricted street",16471482
14232,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","I have been seeing semi's and earth moving trucks using Chicago Blvd for about the last week. Different times of day.",16471482
14233,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","daylight hours from what I have seen.",16471482
14234,"Please provide the make, model and license plate number of the vehicle, if known. ","Sysco truck is one example",16471482
14227,"What is the nature of the issue?  ","None of the above (see below)",16479753
14228,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Blocking sidewalk walkway and walkway to cross the street daily.",16479753
14229,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Daily starting at 4-5 pm.",16479753
14230,"Please provide the make, model and license plate number of the vehicle, if known. ","Champagne Chevrolet Tahoe. EHD 3512",16479753
14223,"What is the nature of the issue?  ","Disregarding traffic control device",16488033
14224,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","three cars blocking bus stop on SF service drive",16488033
14225,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",always,16488033
14226,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16488033
14219,"What is the nature of the issue?  ","None of the above (see below)",16488061
14220,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","commercial trucking vehicle plus trailer parked on residential street",16488061
14221,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Sat April 27",16488061
14222,"Please provide the make, model and license plate number of the vehicle, if known. ","Cummins ram 5500 - plate rb 39746",16488061
14215,"What is the nature of the issue?  ","None of the above (see below)",16490154
14216,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Two large commercial trucks always parked on residential street",16490154
14217,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",daily,16490154
14218,"Please provide the make, model and license plate number of the vehicle, if known. ","enterprise written on one of the trucks",16490154
14211,"What is the nature of the issue?  ",Speeding,16490846
14212,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16490846
14213,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","At night, all days of the week",16490846
14214,"Please provide the make, model and license plate number of the vehicle, if known. ",n/a,16490846
14207,"What is the nature of the issue?  ","Driving wrong way on one-way street",16504055
14208,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16504055
14209,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","500-530 Am",16504055
14210,"Please provide the make, model and license plate number of the vehicle, if known. ","black ford suv",16504055
14203,"What is the nature of the issue?  ","Driving wrong way on one-way street",16504073
14204,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16504073
14205,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Everyday between 5-530AM",16504073
14206,"Please provide the make, model and license plate number of the vehicle, if known. ","Black Ford Explorer",16504073
14199,"What is the nature of the issue?  ","None of the above (see below)",16513208
14200,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Construction on one side of the street has been broken up and not fix",16513208
14201,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Destroyed since April the 29, 2024",16513208
14202,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16513208
14195,"What is the nature of the issue?  ","None of the above (see below)",16518044
14196,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Parked in no standing zone.",16518044
14197,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All hours of the day. After 4pm and Overnight.",16518044
14198,"Please provide the make, model and license plate number of the vehicle, if known. ","Lincoln MKZ. License 0PK068",16518044
14191,"What is the nature of the issue?  ","None of the above (see below)",16533913
14192,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cans lying down in the street and on the brrm",16533913
14193,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",24/7,16533913
14194,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16533913
14187,"What is the nature of the issue?  ",Speeding,16539335
14188,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","speeding on Belle Isle bridge",16539335
14189,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Sat may 4",16539335
14190,"Please provide the make, model and license plate number of the vehicle, if known. ","did not get it",16539335
14183,"What is the nature of the issue?  ","None of the above (see below)",16539748
14184,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","blocking sidewalk",16539748
14185,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",daily,16539748
14186,"Please provide the make, model and license plate number of the vehicle, if known. ",motorcycle,16539748
14179,"What is the nature of the issue?  ","None of the above (see below)",16540856
14180,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","worried that fire truck or ambulance won't be able to pass",16540856
14181,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","everyday in the evening",16540856
14182,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16540856
14175,"What is the nature of the issue?  ","None of the above (see below)",16541349
14176,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","BASKETBALL RIM IN STREET BLOCKING DAILY TRAFFIC",16541349
14177,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","DAILY/ THROUGHOUT THE DAY AND AT NIGHT",16541349
14178,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16541349
14171,"What is the nature of the issue?  ","None of the above (see below)",16544459
14172,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cars have to move over to pass because cans are in the street at times this is on going at this address",16544459
14173,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Every day all day",16544459
14174,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16544459
14167,"What is the nature of the issue?  ","None of the above (see below)",16548440
14168,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16548440
14169,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Sunday's or funeral's",16548440
14170,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16548440
14163,"What is the nature of the issue?  ",Speeding,16550964
14164,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16550964
14165,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","1 night",16550964
14166,"Please provide the make, model and license plate number of the vehicle, if known. ","BLACK OR SMOKEY GRAY DODGE CHALLENGER OR CHARGER",16550964
14159,"What is the nature of the issue?  ","None of the above (see below)",16553223
14160,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","not listed above: insufficient traffic directions/demarcation",16553223
14161,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",24/7,16553223
14162,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16553223
14155,"What is the nature of the issue?  ","Driving wrong way on one-way street",16560362
14156,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","See description area",16560362
14157,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Throughout the entire day",16560362
14158,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16560362
14151,"Is the issue related to a traffic signal or a street light? ","Traffic Signal",16563158
14152,"Please provide intersection name. ","Jos Campau and Woodbridge",16563158
14153,"What is the nature of the problem?",Other,16563158
14154,"If you selected ""Other"", please provide more detail as to the nature of the problem. ","illegal parking in intersection",16563158
14147,"What is the nature of the issue?  ","None of the above (see below)",16567426
14148,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Noise violation causing disturbing of peace and comfort",16567426
14149,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","some times in the afternoon and early nights until after midnight on any days",16567426
14150,"Please provide the make, model and license plate number of the vehicle, if known. ","The music comes from Different vehicles on different days",16567426
14143,"What is the nature of the issue?  ","Driving wrong way on one-way street",16567814
14144,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","SUV black",16567814
14145,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5:15 AM",16567814
14146,"Please provide the make, model and license plate number of the vehicle, if known. ","Chevy, Ford or GM suv black",16567814
14139,"What is the nature of the issue?  ","None of the above (see below)",16575526
14140,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","large dump truck being parked nightly. street sign says no large trucks parking on block",16575526
14141,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","daily after 6pm",16575526
14142,"Please provide the make, model and license plate number of the vehicle, if known. ","large blue dumptruck",16575526
14135,"What is the nature of the issue?  ","Driving wrong way on one-way street",16577495
14136,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","wrong way drivers and speeding",16577495
14137,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day every day",16577495
14138,"Please provide the make, model and license plate number of the vehicle, if known. ",many,16577495
14131,"What is the nature of the issue?  ","Car traveling in bike lane",16584495
14132,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","dark blue Chevy Cruze parked in bike lane on 2nd Street",16584495
14133,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","happens often enough that you should be paying me a bounty",16584495
14134,"Please provide the make, model and license plate number of the vehicle, if known. ","DD 50030, dark blue Chevy Cruze",16584495
14127,"What is the nature of the issue?  ","Driving wrong way on one-way street",16585528
14128,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16585528
14129,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","violate one way street every day about 5 times a day drunk driving with it every weekend",16585528
14130,"Please provide the make, model and license plate number of the vehicle, if known. ","to many there are 20 people in one house",16585528
14123,"What is the nature of the issue?  ","None of the above (see below)",16585562
14124,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","drunk driving",16585562
14125,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",weekends,16585562
14126,"Please provide the make, model and license plate number of the vehicle, if known. ","to many people any cars over 20 people in and out",16585562
14119,"What is the nature of the issue?  ","None of the above (see below)",16585974
14120,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","drunk driving up one way street",16585974
14121,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","weekends 7pm to 4:30am",16585974
14122,"Please provide the make, model and license plate number of the vehicle, if known. ","too many cars and some don't have plates /20 to 25 people",16585974
14115,"What is the nature of the issue?  ","None of the above (see below)",16586091
14116,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Traffic safety concerns, obstruction of view",16586091
14117,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Fencing installed Friday, May 10, 2024.",16586091
14118,"Please provide the make, model and license plate number of the vehicle, if known. ",NA,16586091
14111,"What is the nature of the issue?  ","None of the above (see below)",16587778
14112,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","An illegally parked car.",16587778
14113,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",5/12/24,16587778
14114,"Please provide the make, model and license plate number of the vehicle, if known. ","Black ford bronco 2021 or newer",16587778
14107,"What is the nature of the issue?  ","None of the above (see below)",16588799
14108,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","The business needs to remove the high shrubbery they have planted. Because of this and the large cars that could be parked in the front of this business on the south side on Grand River this makes it hard to turn onto Grand River.",16588799
14109,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","The summer months are the worst as the shrubbery grows tall.",16588799
14110,"Please provide the make, model and license plate number of the vehicle, if known. ","All vehicles turning from this corner have the potential to cause an accident.",16588799
14103,"What is the nature of the issue?  ","None of the above (see below)",16588826
14104,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Tall shrubbery coupled with parked cars in front of the business: The Garden Bug at 18901 Grand River obstructs the vision of drivers that wish to drive onto Grand River from the south corner of Stahelin and Grand River.",16588826
14105,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","This happens in the spring/summer months when the shrubbery is grown very tall.",16588826
14106,"Please provide the make, model and license plate number of the vehicle, if known. ","All vehicles have the potential to cause an accident.",16588826
14099,"What is the nature of the issue?  ",Speeding,16589253
14100,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16589253
14101,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","10pm-2am, weekends",16589253
14102,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16589253
14095,"What is the nature of the issue?  ","None of the above (see below)",16612820
14096,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16612820
14097,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","In the evening, usually overnight.",16612820
14098,"Please provide the make, model and license plate number of the vehicle, if known. ",109407,16612820
14091,"What is the nature of the issue?  ","Car traveling in bike lane",16613257
14092,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16613257
14093,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",today,16613257
14094,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16613257
14087,"What is the nature of the issue?  ",Speeding,16613928
14088,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cars drive too fast on second and there is difficult visibility for cars coming off Willis due to many parked cars",16613928
14089,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",Evening,16613928
14090,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16613928
14083,"What is the nature of the issue?  ","Driving wrong way on one-way street",16615936
14084,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16615936
14085,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every day",16615936
14086,"Please provide the make, model and license plate number of the vehicle, if known. ","to many 20 people live here and visitors come too",16615936
14079,"What is the nature of the issue?  ","None of the above (see below)",16626655
14080,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16626655
14081,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Every day 24 hours a day",16626655
14082,"Please provide the make, model and license plate number of the vehicle, if known. ",none,16626655
14075,"What is the nature of the issue?  ","None of the above (see below)",16629152
14076,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Car illegally parked on grass. City of Detroit code violation",16629152
14077,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Every day we of the week",16629152
14078,"Please provide the make, model and license plate number of the vehicle, if known. ","Pink Dodge Charger",16629152
14071,"What is the nature of the issue?  ","Disregarding traffic control device",16631851
14072,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cara and doing different nuts in intersection and running red lights and racing using the bike lanes",16631851
14073,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:30 -midnight all days",16631851
14074,"Please provide the make, model and license plate number of the vehicle, if known. ","white charger did donuts and in front of dpd car , suvs and other challengers and cryslers",16631851
14067,"What is the nature of the issue?  ","None of the above (see below)",16634614
14068,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","The street is a hazard for traffic and a high probability  for an automobile accident.",16634614
14069,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","About 4-28-24",16634614
14070,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16634614
14063,"What is the nature of the issue?  ","Truck driving on restricted street",16639743
14064,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","semi parks here regularly",16639743
14065,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",everyday,16639743
14066,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16639743
14059,"What is the nature of the issue?  ","Truck driving on restricted street",16639828
14060,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","semi parks here regularly",16639828
14061,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",everyday,16639828
14062,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16639828
14055,"What is the nature of the issue?  ","Car traveling in bike lane",16646986
14056,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cars are always parked in bike lane making it unsafe to use  Please separate bike lane so it's safe for all users!",16646986
14057,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","whenever businesses are open  right now, it's 11:42am on Saturday 5/18",16646986
14058,"Please provide the make, model and license plate number of the vehicle, if known. ","jeep wrangler -onlk11. dodge durango-020x355. jeep4 x4-OPTA83,.Audi A8- EDQ-7517. Audi etron got Ontario-GVLM-076. dodge 4x4 ETH-9066. Chrysler 1QCW49.",16646986
14051,"What is the nature of the issue?  ","None of the above (see below)",16647290
14052,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","multiple cars blocking impeding the flow of traffic on the block",16647290
14053,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all the times Mainly weekends earlier mornings and evenings after 6 pm",16647290
14054,"Please provide the make, model and license plate number of the vehicle, if known. ","multiple vehicle",16647290
14047,"What is the nature of the issue?  ",Speeding,16647673
14048,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16647673
14049,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Seven days a week",16647673
14050,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16647673
14043,"What is the nature of the issue?  ","None of the above (see below)",16648964
14044,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","mail delivery truck is parked too close to the intersection",16648964
14045,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",weekends,16648964
14046,"Please provide the make, model and license plate number of the vehicle, if known. ","USPS truck  no license plate on vehicle",16648964
14039,"What is the nature of the issue?  ","None of the above (see below)",16649301
14040,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","blocking alley",16649301
14041,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Saturday, May 18 @ 8:15pm",16649301
14042,"Please provide the make, model and license plate number of the vehicle, if known. ",various,16649301
14035,"What is the nature of the issue?  ","None of the above (see below)",16651969
14036,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","dangerous driving",16651969
14037,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5/19/24 8pm",16651969
14038,"Please provide the make, model and license plate number of the vehicle, if known. ","grey/gunmetal mustang with black/silver low profile rims",16651969
14031,"What is the nature of the issue?  ",Speeding,16652358
14032,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","kid's plays on the street",16652358
14033,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",dail6,16652358
14034,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16652358
14027,"What is the nature of the issue?  ","None of the above (see below)",16652588
14028,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","HEAVY TRAFFIC IN THE AREA/ CARS BLARING LOUD MUSIC",16652588
14029,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","1 HOUR",16652588
14030,"Please provide the make, model and license plate number of the vehicle, if known. ",NLA,16652588
14023,"What is the nature of the issue?  ","None of the above (see below)",16654257
14024,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","cars park in bike lane and right turn lane on weekends",16654257
14025,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Saturdays and Sundays",16654257
14026,"Please provide the make, model and license plate number of the vehicle, if known. ","different vehicles",16654257
14019,"What is the nature of the issue?  ","None of the above (see below)",16663372
14020,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","An elementary school resides here and there is fast traffic and the nearest traffic light is a block from the exit. Is it possible to install a signal, to slow traffic and ensure the safety of children?",16663372
14021,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","At school dismissal, as students are departing in the afternoon. Traffic is heaviest at this time of day (rush hour) and speeding is more commonplace.",16663372
14022,"Please provide the make, model and license plate number of the vehicle, if known. ","Constant traffic and multiple vehicles",16663372
14017,"Where is the light located?  Please provide closest address or intersection. ","m-10 and 7 mile",16666037
14018," Poles have a yellow plate with black letters and numbers.   Please record the pole number if available.","No Answer Given",16666037
14013,"What is the nature of the issue?  ","Driving wrong way on one-way street",16669390
14014,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16669390
14015,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5:15 AM",16669390
14016,"Please provide the make, model and license plate number of the vehicle, if known. ","black suv",16669390
14009,"What is the nature of the issue?  ",Speeding,16672080
14010,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16672080
14011,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5/20/24 but almost daily.",16672080
14012,"Please provide the make, model and license plate number of the vehicle, if known. ","white SUV",16672080
14005,"What is the nature of the issue?  ","None of the above (see below)",16675299
14006,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","The metal supports create a safety hazard.",16675299
14007,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Not Applicable",16675299
14008,"Please provide the make, model and license plate number of the vehicle, if known. ","Not Applicable.",16675299
14001,"What is the nature of the issue?  ","None of the above (see below)",16677785
14002,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","parking wrong way on side of street that is No Parking",16677785
14003,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Sun - Sat, afternoon and evenknf6",16677785
14004,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",16677785
13997,"What is the nature of the issue?  ","Driving wrong way on one-way street",16677791
13998,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16677791
13999,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","It is only on certain shifts. The latest being today around 8:00 pm.",16677791
14000,"Please provide the make, model and license plate number of the vehicle, if known. ","Fire engines and EMS trucks.",16677791
13993,"What is the nature of the issue?  ","Car traveling in bike lane",16690182
13994,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",16690182
